# Year   Month    running    running
#                 mean SSN   std SSN
  2016      05        3.55      0.94
  2016      06        3.32      0.98
  2016      07        3.11      0.98
  2016      08        2.97      0.93
  2016      09        2.80      0.87
  2016      10        2.67      0.85
  2016      11        2.55      0.84
  2016      12        2.43      0.83
  2017      01        2.36      0.84
  2017      02        2.23      0.72
  2017      03        2.14      0.57
  2017      04        2.06      0.60
  2017      05        1.92      0.71
  2017      06        1.82      0.80
  2017      07        1.74      0.83
  2017      08        1.60      0.81
  2017      09        1.45      0.81
  2017      10        1.34      0.81
  2017      11        1.26      0.77
  2017      12        1.25      0.77
  2018      01        1.18      0.78
  2018      02        1.04      0.74
  2018      03        0.85      0.56
  2018      04        0.73      0.35
